project_id,simulation_id,npv,rnd
p_857195,7,64,28
p_857195,23,125,19
p_857195,9,181,18
p_857195,11,169,23
p_857195,14,263,19
p_857195,15,305,26
p_857195,16,316,26
p_857195,17,220,20
p_857195,19,249,24
p_857195,21,323,16
p_857195,63,232,23
p_857195,25,219,19
p_857195,26,117,30
p_857195,27,177,16
p_857195,28,206,27
p_857195,29,134,21
p_857195,30,184,21
p_857195,32,234,21
p_857195,34,180,28
p_857195,22,305,22
p_857195,49,155,29
p_857195,37,187,18
p_857195,38,275,26
p_857195,39,383,19
p_857195,40,192,34
p_857195,42,135,20
p_857195,43,263,20
p_857195,44,175,23
p_857195,45,280,28
p_857195,61,140,16
p_857195,36,119,21
p_857195,50,342,29
p_857195,51,262,20
p_857195,52,191,17
p_857195,53,162,17
p_857195,54,130,36
p_857195,56,257,17
p_857195,57,138,28
p_857195,58,310,26
p_857195,48,187,16
p_857195,74,145,18
p_857195,64,156,18
p_857195,65,258,27
p_857195,66,229,16
p_857195,67,237,28
p_857195,68,264,19
p_857195,69,240,16
p_857195,71,299,24
p_857195,72,124,19
p_857195,35,311,22
p_857195,218,290,25
p_857195,75,283,28
p_857195,76,175,24
p_857195,77,284,29
p_857195,78,173,25
p_857195,79,334,28
p_857195,80,321,21
p_857195,81,239,29
p_857195,83,340,24
p_857195,73,125,21
p_857195,111,306,25
p_857195,87,211,20
p_857195,88,381,19
p_857195,89,247,21
p_857195,90,104,17
p_857195,91,207,21
p_857195,92,193,30
p_857195,95,315,29
p_857195,96,301,15
p_857195,98,272,20
p_857195,124,172,26
p_857195,100,175,21
p_857195,101,126,25
p_857195,102,108,15
p_857195,104,180,20
p_857195,106,132,25
p_857195,107,220,28
p_857195,108,322,25
p_857195,109,218,16
p_857195,110,114,20
p_857195,183,235,15
p_857195,112,165,20
p_857195,113,190,29
p_857195,115,319,25
p_857195,117,270,33
p_857195,118,302,20
p_857195,120,147,21
p_857195,121,262,16
p_857195,122,199,25
p_857195,123,378,16
p_857195,99,185,19
p_857195,125,229,23
p_857195,126,199,27
p_857195,127,116,24
p_857195,130,125,16
p_857195,131,198,29
p_857195,132,305,20
p_857195,133,109,28
p_857195,134,126,23
p_857195,135,333,19
p_857195,159,303,19
p_857195,137,299,21
p_857195,140,343,27
p_857195,141,381,23
p_857195,143,335,26
p_857195,144,361,23
p_857195,145,254,30
p_857195,146,313,20
p_857195,147,174,19
p_857195,148,294,24
p_857195,170,74,36
p_857195,150,222,31
p_857195,151,180,26
p_857195,152,148,26
p_857195,153,156,24
p_857195,154,261,30
p_857195,155,63,22
p_857195,156,350,29
p_857195,157,165,18
p_857195,158,71,16
p_857195,136,185,28
p_857195,160,341,21
p_857195,161,185,18
p_857195,162,159,22
p_857195,163,190,19
p_857195,164,259,16
p_857195,165,157,15
p_857195,166,333,30
p_857195,167,158,27
p_857195,168,53,20
p_857195,252,273,15
p_857195,171,176,18
p_857195,172,192,19
p_857195,175,121,28
p_857195,176,176,29
p_857195,177,161,16
p_857195,178,354,29
p_857195,180,188,23
p_857195,181,188,25
p_857195,182,172,27
p_857195,199,153,24
p_857195,188,203,25
p_857195,189,254,18
p_857195,190,325,24
p_857195,191,271,27
p_857195,193,190,35
p_857195,194,331,18
p_857195,196,220,24
p_857195,197,156,15
p_857195,215,214,28
p_857195,187,189,16
p_857195,200,227,23
p_857195,201,293,26
p_857195,203,203,18
p_857195,204,323,19
p_857195,205,88,30
p_857195,208,138,23
p_857195,210,290,21
p_857195,213,123,23
p_857195,198,178,28
p_857195,231,237,19
p_857195,220,144,16
p_857195,221,202,25
p_857195,223,202,29
p_857195,224,210,22
p_857195,225,170,35
p_857195,226,327,22
p_857195,227,208,22
p_857195,229,250,24
p_857195,84,177,29
p_857195,264,181,25
p_857195,232,247,18
p_857195,233,210,23
p_857195,234,247,34
p_857195,235,234,26
p_857195,236,316,27
p_857195,238,280,35
p_857195,239,193,22
p_857195,240,169,21
p_857195,230,205,16
p_857195,263,163,26
p_857195,242,161,23
p_857195,243,287,24
p_857195,244,213,23
p_857195,245,225,28
p_857195,246,208,28
p_857195,247,125,26
p_857195,249,114,15
p_857195,250,171,33
p_857195,251,99,22
p_857195,277,166,27
p_857195,253,179,26
p_857195,254,136,33
p_857195,255,153,23
p_857195,256,193,28
p_857195,257,309,22
p_857195,259,160,24
p_857195,260,210,20
p_857195,261,289,32
p_857195,262,234,17
p_857195,278,173,26
p_857195,266,173,27
p_857195,267,271,16
p_857195,269,137,16
p_857195,270,271,27
p_857195,271,356,16
p_857195,272,100,30
p_857195,275,173,27
p_857195,276,109,27
p_857195,241,258,22
p_857195,280,104,27
p_857195,281,128,29
p_857195,283,321,26
p_857195,284,107,26
p_857195,287,275,17
p_857195,288,176,19
p_857195,290,158,19
p_857195,292,343,33
p_857195,306,235,29
p_857195,295,272,26
p_857195,296,264,30
p_857195,297,227,31
p_857195,298,290,18
p_857195,299,333,23
p_857195,300,209,35
p_857195,302,205,16
p_857195,303,197,16
p_857195,315,213,23
p_857195,294,145,29
p_857195,307,335,18
p_857195,308,312,22
p_857195,309,184,20
p_857195,310,92,23
p_857195,311,75,19
p_857195,312,212,25
p_857195,313,328,19
p_857195,314,235,16
p_857195,304,322,17
p_857195,327,110,19
p_857195,317,107,31
p_857195,318,244,31
p_857195,319,97,21
p_857195,320,301,18
p_857195,321,59,23
p_857195,322,327,21
p_857195,323,175,16
p_857195,325,208,23
p_857195,395,298,23
p_857195,369,255,24
p_857195,328,154,23
p_857195,329,135,28
p_857195,330,295,22
p_857195,331,349,28
p_857195,333,211,16
p_857195,334,202,31
p_857195,336,197,25
p_857195,337,182,27
p_857195,326,126,18
p_857195,352,121,29
p_857195,342,181,19
p_857195,343,271,17
p_857195,344,184,16
p_857195,345,145,20
p_857195,346,110,26
p_857195,347,240,29
p_857195,348,222,18
p_857195,350,180,22
p_857195,368,211,24
p_857195,341,350,24
p_857195,355,145,22
p_857195,356,98,28
p_857195,357,408,28
p_857195,360,203,29
p_857195,363,232,23
p_857195,364,144,19
p_857195,365,237,16
p_857195,366,332,20
p_857195,351,157,30
p_857195,380,361,28
p_857195,370,275,28
p_857195,371,161,25
p_857195,373,75,22
p_857195,374,186,23
p_857195,375,232,27
p_857195,376,228,22
p_857195,377,262,24
p_857195,378,151,27
p_857195,338,341,23
p_857195,316,196,18
p_857195,381,341,26
p_857195,386,170,17
p_857195,388,217,16
p_857195,389,110,24
p_857195,390,179,16
p_857195,391,121,22
p_857195,392,167,28
p_857195,394,165,28
p_857195,379,274,25
p_857195,408,308,17
p_857195,397,105,32
p_857195,398,293,29
p_857195,399,190,22
p_857195,400,145,26
p_857195,402,267,19
p_857195,403,192,24
p_857195,404,104,24
p_857195,405,191,28
p_857195,420,119,28
p_857195,396,207,16
p_857195,409,140,28
p_857195,410,184,29
p_857195,411,295,26
p_857195,413,151,29
p_857195,415,253,32
p_857195,416,232,29
p_857195,417,112,24
p_857195,419,110,22
p_857195,407,331,19
p_857195,433,179,17
p_857195,421,254,23
p_857195,422,193,36
p_857195,423,241,27
p_857195,424,205,30
p_857195,425,252,26
p_857195,426,209,23
p_857195,427,228,26
p_857195,430,333,20
p_857195,729,199,29
p_857195,470,183,24
p_857195,434,147,19
p_857195,435,245,26
p_857195,436,57,18
p_857195,438,130,28
p_857195,439,251,19
p_857195,441,199,22
p_857195,444,208,17
p_857195,445,270,26
p_857195,431,280,32
p_857195,458,98,29
p_857195,448,139,25
p_857195,449,225,21
p_857195,450,174,24
p_857195,451,237,16
p_857195,452,328,19
p_857195,453,190,24
p_857195,454,314,29
p_857195,455,300,28
p_857195,469,170,26
p_857195,447,109,21
p_857195,459,289,17
p_857195,461,309,21
p_857195,462,198,26
p_857195,464,331,23
p_857195,465,301,21
p_857195,466,228,16
p_857195,467,157,19
p_857195,468,195,23
p_857195,457,153,28
p_857195,484,311,23
p_857195,472,331,20
p_857195,473,118,22
p_857195,474,174,25
p_857195,475,114,21
p_857195,478,142,28
p_857195,479,222,18
p_857195,480,220,19
p_857195,482,240,22
p_857195,446,225,25
p_857195,643,354,25
p_857195,487,115,21
p_857195,488,246,34
p_857195,489,288,27
p_857195,490,290,29
p_857195,492,170,18
p_857195,494,236,29
p_857195,496,222,30
p_857195,497,163,19
p_857195,483,215,18
p_857195,528,302,20
p_857195,499,192,17
p_857195,500,337,23
p_857195,503,204,20
p_857195,504,206,18
p_857195,505,103,18
p_857195,508,259,16
p_857195,512,254,27
p_857195,515,141,17
p_857195,516,220,31
p_857195,546,169,22
p_857195,518,173,15
p_857195,519,115,18
p_857195,520,95,21
p_857195,522,267,17
p_857195,523,118,29
p_857195,524,115,33
p_857195,525,249,24
p_857195,526,258,20
p_857195,527,193,28
p_857195,617,143,35
p_857195,529,131,27
p_857195,532,58,19
p_857195,533,118,24
p_857195,537,237,21
p_857195,538,288,29
p_857195,540,158,23
p_857195,542,223,22
p_857195,543,294,15
p_857195,544,209,26
p_857195,517,347,20
p_857195,547,102,16
p_857195,548,279,27
p_857195,549,108,24
p_857195,551,383,15
p_857195,552,112,22
p_857195,553,170,25
p_857195,554,288,18
p_857195,557,167,18
p_857195,558,112,24
p_857195,591,150,21
p_857195,560,319,19
p_857195,561,137,17
p_857195,563,195,29
p_857195,564,225,17
p_857195,565,342,24
p_857195,566,100,23
p_857195,567,140,19
p_857195,571,101,16
p_857195,573,71,24
p_857195,603,266,30
p_857195,577,179,25
p_857195,580,333,17
p_857195,581,266,26
p_857195,582,184,20
p_857195,583,317,16
p_857195,584,103,29
p_857195,587,292,30
p_857195,589,189,24
p_857195,590,238,21
p_857195,559,196,24
p_857195,592,217,15
p_857195,594,118,24
p_857195,595,109,30
p_857195,596,202,15
p_857195,597,231,18
p_857195,598,231,21
p_857195,599,144,22
p_857195,600,179,26
p_857195,602,156,22
p_857195,686,203,17
p_857195,604,99,27
p_857195,605,136,17
p_857195,606,163,15
p_857195,608,272,23
p_857195,610,139,16
p_857195,611,96,20
p_857195,612,206,29
p_857195,613,402,15
p_857195,615,101,27
p_857195,628,214,30
p_857195,619,267,26
p_857195,620,344,16
p_857195,621,288,26
p_857195,622,123,29
p_857195,623,275,26
p_857195,624,187,29
p_857195,625,145,16
p_857195,626,166,26
p_857195,640,104,27
p_857195,618,178,17
p_857195,629,258,19
p_857195,631,203,27
p_857195,633,250,24
p_857195,634,307,26
p_857195,635,327,19
p_857195,636,138,26
p_857195,637,155,16
p_857195,638,213,26
p_857195,627,185,16
p_857195,659,246,19
p_857195,644,53,28
p_857195,645,121,31
p_857195,646,268,26
p_857195,647,178,24
p_857195,649,181,25
p_857195,650,192,35
p_857195,654,264,34
p_857195,655,330,28
p_857195,498,154,21
p_857195,703,347,25
p_857195,660,161,20
p_857195,661,281,28
p_857195,662,183,20
p_857195,663,89,26
p_857195,664,223,20
p_857195,666,161,20
p_857195,667,257,17
p_857195,669,163,27
p_857195,656,192,19
p_857195,702,153,17
p_857195,675,207,28
p_857195,676,286,17
p_857195,677,312,36
p_857195,679,174,30
p_857195,680,332,29
p_857195,681,224,27
p_857195,682,201,22
p_857195,684,271,30
p_857195,685,349,22
p_857195,716,157,36
p_857195,689,318,17
p_857195,690,125,21
p_857195,691,142,29
p_857195,693,314,27
p_857195,695,240,20
p_857195,696,240,28
p_857195,697,303,24
p_857195,699,173,29
p_857195,700,290,24
p_857195,717,170,24
p_857195,704,196,21
p_857195,708,121,20
p_857195,709,304,18
p_857195,710,240,19
p_857195,711,283,23
p_857195,712,263,25
p_857195,713,334,24
p_857195,715,116,20
p_857195,673,122,23
p_857195,718,171,23
p_857195,719,194,29
p_857195,721,361,32
p_857195,722,108,27
p_857195,723,234,23
p_857195,724,79,24
p_857195,725,304,15
p_857195,726,207,25
p_857195,742,186,16
p_857195,731,279,28
p_857195,733,347,30
p_857195,734,364,35
p_857195,735,349,24
p_857195,736,253,18
p_857195,737,207,27
p_857195,739,317,29
p_857195,740,135,18
p_857195,756,146,24
p_857195,730,261,24
p_857195,745,123,24
p_857195,746,95,24
p_857195,748,110,29
p_857195,751,70,21
p_857195,752,71,23
p_857195,753,209,22
p_857195,754,292,25
p_857195,755,179,26
p_857195,741,238,25
p_857195,770,271,23
p_857195,758,253,27
p_857195,760,115,23
p_857195,761,356,24
p_857195,762,229,23
p_857195,764,126,24
p_857195,766,154,16
p_857195,767,272,20
p_857195,768,321,28
p_857195,836,75,19
p_857195,811,197,22
p_857195,771,111,17
p_857195,772,184,22
p_857195,773,197,16
p_857195,774,84,21
p_857195,775,74,25
p_857195,776,193,28
p_857195,777,375,15
p_857195,778,283,24
p_857195,769,204,25
p_857195,798,120,26
p_857195,785,320,34
p_857195,787,353,18
p_857195,788,75,29
p_857195,789,314,20
p_857195,790,197,18
p_857195,791,309,29
p_857195,792,230,22
p_857195,794,253,24
p_857195,809,129,21
p_857195,781,127,21
p_857195,799,134,24
p_857195,800,186,19
p_857195,801,105,24
p_857195,802,408,23
p_857195,803,116,27
p_857195,804,111,30
p_857195,805,316,27
p_857195,807,181,28
p_857195,796,300,20
p_857195,823,325,27
p_857195,812,288,24
p_857195,813,224,28
p_857195,815,125,20
p_857195,816,279,23
p_857195,817,243,19
p_857195,819,175,26
p_857195,820,353,30
p_857195,821,201,22
p_857195,779,225,27
p_857195,757,150,22
p_857195,824,243,22
p_857195,826,72,17
p_857195,827,208,32
p_857195,830,105,20
p_857195,831,230,26
p_857195,832,300,24
p_857195,833,108,16
p_857195,834,186,29
p_857195,822,125,21
p_857195,851,272,24
p_857195,838,281,21
p_857195,839,284,21
p_857195,841,397,29
p_857195,843,250,27
p_857195,845,181,24
p_857195,846,176,18
p_857195,847,142,33
p_857195,849,185,29
p_857195,865,267,31
p_857195,837,143,27
p_857195,852,269,20
p_857195,857,170,19
p_857195,858,190,21
p_857195,859,312,21
p_857195,860,260,22
p_857195,861,227,27
p_857195,863,186,25
p_857195,864,192,28
p_857195,850,159,17
p_857195,877,205,28
p_857195,866,144,21
p_857195,867,203,19
p_857195,869,345,16
p_857195,870,201,26
p_857195,872,169,16
p_857195,873,95,22
p_857195,874,299,35
p_857195,875,194,29
p_857195,293,178,26
p_857195,921,274,21
p_857195,878,265,17
p_857195,879,311,17
p_857195,880,271,28
p_857195,881,332,15
p_857195,882,172,22
p_857195,883,278,28
p_857195,884,202,25
p_857195,885,189,24
p_857195,876,351,17
p_857195,910,290,20
p_857195,891,404,17
p_857195,892,292,15
p_857195,896,349,35
p_857195,900,181,29
p_857195,901,343,21
p_857195,902,232,34
p_857195,905,315,25
p_857195,906,163,27
p_857195,920,248,27
p_857195,890,134,28
p_857195,912,266,29
p_857195,913,255,26
p_857195,914,76,27
p_857195,915,347,26
p_857195,916,143,29
p_857195,917,287,17
p_857195,918,243,18
p_857195,919,272,36
p_857195,909,260,28
p_857195,935,200,22
p_857195,922,297,18
p_857195,926,184,29
p_857195,927,327,29
p_857195,929,122,26
p_857195,930,233,20
p_857195,931,119,25
p_857195,932,294,31
p_857195,933,278,15
p_857195,889,125,21
p_857195,937,134,20
p_857195,938,97,19
p_857195,939,122,27
p_857195,940,146,19
p_857195,941,347,20
p_857195,942,216,26
p_857195,943,243,15
p_857195,944,136,16
p_857195,934,253,27
p_857195,978,276,23
p_857195,948,109,35
p_857195,950,234,16
p_857195,952,131,15
p_857195,954,353,30
p_857195,956,213,16
p_857195,958,78,15
p_857195,960,186,19
p_857195,962,293,28
p_857195,963,75,27
p_857195,991,301,29
p_857195,965,326,21
p_857195,966,102,28
p_857195,967,186,19
p_857195,969,91,23
p_857195,970,250,33
p_857195,973,204,28
p_857195,974,114,28
p_857195,975,201,27
p_857195,976,371,32
p_857195,979,257,17
p_857195,981,288,22
p_857195,982,149,22
p_857195,983,329,29
p_857195,984,128,21
p_857195,986,128,26
p_857195,987,209,22
p_857195,989,336,19
p_857195,990,268,17
p_857195,964,79,18
p_857195,992,173,21
p_857195,994,126,29
p_857195,995,258,20
p_857195,996,200,30
p_857195,997,354,20
p_857195,999,177,26
p_857195,1000,180,15
p_857195,947,310,27
p_107904,109,-215,8
p_107904,39,37,8
p_107904,16,-114,9
p_107904,3,29,12
p_107904,10,-113,8
p_107904,12,-106,10
p_107904,14,-174,12
p_107904,20,27,10
p_107904,22,-289,8
p_107904,24,-144,7
p_107904,30,-300,11
p_107904,31,-130,10
p_107904,32,18,8
p_107904,37,-85,11
p_107904,13,-105,9
p_107904,73,-174,7
p_107904,58,20,12
p_107904,61,27,11
p_107904,63,-107,9
p_107904,66,28,9
p_107904,67,-169,8
p_107904,69,-208,7
p_107904,70,-109,7
p_107904,107,-134,10
p_107904,72,-359,6
p_107904,52,-127,10
p_107904,78,-172,8
p_107904,82,-52,9
p_107904,85,28,9
p_107904,96,32,12
p_107904,98,-174,11
p_107904,99,-126,11
p_107904,102,-122,8
p_107904,71,-107,11
p_107904,251,-120,11
p_107904,142,-180,11
p_107904,111,-159,8
p_107904,115,-165,7
p_107904,117,-126,10
p_107904,119,-115,8
p_107904,120,24,7
p_107904,123,-193,7
p_107904,132,-98,10
p_107904,141,-107,7
p_107904,255,-259,13
p_107904,144,-60,7
p_107904,150,-149,7
p_107904,157,-119,9
p_107904,158,-104,7
p_107904,161,26,12
p_107904,162,-97,7
p_107904,165,-163,12
p_107904,139,-131,9
p_107904,43,-102,8
p_107904,212,26,6
p_107904,171,-215,11
p_107904,174,-99,9
p_107904,176,-325,10
p_107904,181,25,11
p_107904,187,31,6
p_107904,194,-115,10
p_107904,197,-141,11
p_107904,203,-105,9
p_107904,250,34,10
p_107904,170,22,9
p_107904,214,21,11
p_107904,215,-138,11
p_107904,217,17,7
p_107904,221,-138,10
p_107904,224,-384,7
p_107904,225,-110,7
p_107904,237,-180,9
p_107904,238,15,8
p_107904,210,-165,8
p_107904,286,24,11
p_107904,256,35,11
p_107904,258,-88,8
p_107904,259,21,8
p_107904,265,-124,9
p_107904,267,-118,8
p_107904,274,-341,10
p_107904,276,-170,10
p_107904,169,-177,12
p_107904,284,-290,11
p_107904,289,-152,11
p_107904,291,26,7
p_107904,292,18,12
p_107904,297,-134,12
p_107904,304,-130,11
p_107904,307,-120,8
p_107904,312,-75,9
p_107904,277,-81,12
p_107904,349,-149,8
p_107904,319,-152,10
p_107904,329,-387,8
p_107904,330,-383,8
p_107904,331,-235,10
p_107904,335,-75,8
p_107904,338,-161,13
p_107904,339,-327,12
p_107904,340,-96,12
p_107904,380,-169,7
p_107904,318,-153,8
p_107904,353,-149,13
p_107904,358,-185,9
p_107904,360,-241,9
p_107904,370,-91,9
p_107904,371,-57,7
p_107904,372,-115,11
p_107904,375,-107,9
p_107904,379,-178,13
p_107904,347,-295,11
p_107904,414,-144,7
p_107904,387,-120,9
p_107904,391,-164,8
p_107904,397,-153,12
p_107904,398,-255,10
p_107904,399,-317,10
p_107904,400,-106,14
p_107904,405,-103,9
p_107904,409,-128,9
p_107904,565,-129,8
p_107904,505,20,10
p_107904,415,-116,8
p_107904,416,25,8
p_107904,417,23,8
p_107904,423,-137,8
p_107904,424,-94,10
p_107904,425,-381,11
p_107904,426,-71,9
p_107904,427,-100,9
p_107904,413,-207,8
p_107904,468,-145,10
p_107904,446,-93,10
p_107904,452,-135,11
p_107904,453,-321,11
p_107904,455,-130,8
p_107904,457,-124,10
p_107904,462,-48,9
p_107904,465,15,12
p_107904,466,21,9
p_107904,502,-99,10
p_107904,435,-272,11
p_107904,472,-122,8
p_107904,476,-113,8
p_107904,485,-166,12
p_107904,486,-148,8
p_107904,492,-129,11
p_107904,493,32,11
p_107904,499,-153,10
p_107904,501,-359,9
p_107904,467,-364,7
p_107904,540,-117,10
p_107904,509,-111,9
p_107904,510,-277,8
p_107904,512,-171,12
p_107904,513,-164,10
p_107904,516,-228,10
p_107904,520,-79,13
p_107904,523,22,12
p_107904,525,-143,7
p_107904,428,-96,9
p_107904,723,-137,8
p_107904,548,-89,10
p_107904,551,-372,10
p_107904,552,17,8
p_107904,554,26,7
p_107904,556,-113,11
p_107904,560,-175,7
p_107904,562,-151,7
p_107904,564,-214,9
p_107904,528,-94,9
p_107904,612,-129,12
p_107904,574,26,7
p_107904,578,-97,10
p_107904,582,-100,8
p_107904,583,-131,7
p_107904,586,-160,11
p_107904,591,-162,10
p_107904,602,-373,9
p_107904,605,22,7
p_107904,625,-97,8
p_107904,570,-171,8
p_107904,615,-105,14
p_107904,616,-360,9
p_107904,617,23,8
p_107904,618,-113,11
p_107904,619,-219,11
p_107904,620,-81,7
p_107904,622,18,12
p_107904,623,18,10
p_107904,611,23,10
p_107904,661,34,10
p_107904,628,24,13
p_107904,636,25,11
p_107904,644,-166,11
p_107904,645,-94,6
p_107904,649,-147,12
p_107904,653,29,8
p_107904,655,19,6
p_107904,656,-142,8
p_107904,764,-291,11
p_107904,667,-276,10
p_107904,671,-147,6
p_107904,672,26,8
p_107904,679,-104,6
p_107904,680,-143,7
p_107904,685,36,12
p_107904,686,-72,11
p_107904,688,-125,11
p_107904,657,-124,8
p_107904,763,-321,8
p_107904,695,-184,10
p_107904,698,-151,10
p_107904,699,-206,11
p_107904,700,-153,6
p_107904,714,23,12
p_107904,716,-98,8
p_107904,720,-149,6
p_107904,721,-51,9
p_107904,722,-98,9
p_107904,799,-96,9
p_107904,729,19,12
p_107904,730,25,7
p_107904,735,-158,6
p_107904,738,-389,12
p_107904,739,-122,13
p_107904,748,-160,8
p_107904,752,-129,11
p_107904,760,-124,12
p_107904,761,-224,10
p_107904,801,-134,10
p_107904,775,-134,11
p_107904,776,-127,10
p_107904,778,-50,11
p_107904,780,-105,7
p_107904,786,-183,14
p_107904,791,25,11
p_107904,795,-360,9
p_107904,798,-86,10
p_107904,690,-129,8
p_107904,802,-100,11
p_107904,808,-115,9
p_107904,811,-79,13
p_107904,813,-114,10
p_107904,828,-81,10
p_107904,840,-114,9
p_107904,843,-173,7
p_107904,848,-327,6
p_107904,889,-106,7
p_107904,860,22,10
p_107904,862,-98,8
p_107904,867,-164,9
p_107904,871,-177,9
p_107904,872,-199,7
p_107904,877,22,9
p_107904,882,17,10
p_107904,885,28,12
p_107904,928,19,10
p_107904,853,-91,10
p_107904,891,-143,6
p_107904,892,-104,10
p_107904,903,-386,11
p_107904,915,-64,11
p_107904,918,-72,8
p_107904,919,-166,9
p_107904,920,-97,8
p_107904,925,29,11
p_107904,887,30,10
p_107904,966,-148,8
p_107904,930,-134,12
p_107904,936,-90,9
p_107904,938,-94,11
p_107904,939,-147,13
p_107904,944,35,7
p_107904,949,-186,11
p_107904,950,-97,11
p_107904,954,33,9
p_107904,969,-143,12
p_107904,970,-113,12
p_107904,973,13,12
p_107904,976,-140,12
p_107904,981,-169,9
p_107904,986,26,10
p_107904,991,-150,8
p_107904,992,-145,8
p_107904,957,24,11
p_107904,997,-126,8
p_107904,994,-135,11
p_107904,929,24,8
p_107904,850,-149,8
p_107904,315,24,13
p_107904,180,-182,8
p_107904,4,-112,9
p_107904,260,32,12
p_107904,5,27,8
p_107904,2,-287,11
p_107904,0,2112,7
p_107904,1,-118,10
p_107904,21,-128,9
p_107904,6,-116,7
p_107904,7,-67,7
p_107904,8,-288,8
p_107904,9,23,10
p_107904,11,-233,10
p_107904,15,-356,10
p_107904,17,32,12
p_107904,19,-159,7
p_107904,182,-358,14
p_107904,23,-85,11
p_107904,25,-62,9
p_107904,26,-98,12
p_107904,27,-117,11
p_107904,28,-168,8
p_107904,29,-162,13
p_107904,33,-284,10
p_107904,18,-155,11
p_107904,48,-139,12
p_107904,36,31,7
p_107904,38,-115,8
p_107904,40,-319,9
p_107904,41,25,9
p_107904,42,-61,9
p_107904,44,-141,7
p_107904,45,-125,7
p_107904,46,18,10
p_107904,59,-325,9
p_107904,35,-89,7
p_107904,49,-231,7
p_107904,50,-112,7
p_107904,51,-142,13
p_107904,53,-145,9
p_107904,54,-138,10
p_107904,55,-344,8
p_107904,56,-149,8
p_107904,57,18,11
p_107904,47,-50,6
p_107904,80,-114,8
p_107904,62,-103,8
p_107904,64,-91,7
p_107904,65,-129,11
p_107904,68,30,10
p_107904,74,-293,9
p_107904,75,28,9
p_107904,76,-164,8
p_107904,77,-126,7
p_107904,148,-108,12
p_107904,124,-241,9
p_107904,81,25,9
p_107904,83,-146,8
p_107904,84,29,10
p_107904,86,-50,11
p_107904,87,38,8
p_107904,88,-113,8
p_107904,89,-116,9
p_107904,90,-160,11
p_107904,79,-134,11
p_107904,106,-100,6
p_107904,93,-155,8
p_107904,94,-110,6
p_107904,95,-108,10
p_107904,97,-332,11
p_107904,100,-106,8
p_107904,101,-142,10
p_107904,103,25,9
p_107904,104,-304,11
p_107904,122,-122,8
p_107904,92,-180,9
p_107904,108,-351,11
p_107904,110,-139,7
p_107904,112,-390,9
p_107904,113,-165,10
p_107904,114,-173,12
p_107904,116,-289,7
p_107904,118,24,14
p_107904,121,-70,6
p_107904,105,-381,8
p_107904,135,-129,8
p_107904,125,-172,9
p_107904,126,-150,10
p_107904,127,-337,11
p_107904,128,-324,10
p_107904,129,-149,10
p_107904,130,-166,12
p_107904,131,-146,8
p_107904,133,-133,8
p_107904,91,-231,12
p_107904,60,-161,7
p_107904,136,23,10
p_107904,137,-147,8
p_107904,138,-160,11
p_107904,140,-96,6
p_107904,143,-162,7
p_107904,145,20,12
p_107904,146,-106,12
p_107904,147,-301,10
p_107904,134,19,7
p_107904,166,-255,9
p_107904,152,-81,12
p_107904,153,25,9
p_107904,154,-157,8
p_107904,155,-155,9
p_107904,156,-129,13
p_107904,159,-123,8
p_107904,160,-52,9
p_107904,179,-100,13
p_107904,164,-300,10
p_107904,151,-125,8
p_107904,167,-324,10
p_107904,168,-106,10
p_107904,172,18,7
p_107904,173,28,7
p_107904,175,-250,9
p_107904,177,-166,7
p_107904,178,-280,14
p_107904,163,-123,11
p_107904,233,18,7
p_107904,193,-91,8
p_107904,183,-95,7
p_107904,184,-131,8
p_107904,185,-177,7
p_107904,186,-169,9
p_107904,188,29,7
p_107904,189,-97,9
p_107904,190,-96,9
p_107904,34,-215,7
p_107904,192,-327,6
p_107904,234,33,7
p_107904,195,22,8
p_107904,196,-100,13
p_107904,198,-100,12
p_107904,199,29,7
p_107904,200,-117,6
p_107904,201,-168,7
p_107904,202,25,11
p_107904,191,15,13
p_107904,149,-125,10
p_107904,220,-237,8
p_107904,206,-73,11
p_107904,207,-374,7
p_107904,208,-67,10
p_107904,209,-181,10
p_107904,211,-162,9
p_107904,213,-252,10
p_107904,216,-139,8
p_107904,218,-371,9
p_107904,232,-360,11
p_107904,205,23,8
p_107904,222,-104,10
p_107904,223,-128,8
p_107904,226,-299,8
p_107904,227,-124,12
p_107904,228,-141,9
p_107904,229,-149,11
p_107904,230,-84,9
p_107904,231,-131,9
p_107904,219,-130,11
p_107904,246,-151,10
p_107904,235,-151,8
p_107904,236,-169,10
p_107904,239,-48,7
p_107904,240,-213,12
p_107904,241,-221,13
p_107904,242,-124,10
p_107904,243,-97,8
p_107904,204,-167,8
p_107904,245,-373,11
p_107904,247,-134,9
p_107904,248,-296,11
p_107904,249,25,8
p_107904,252,15,8
p_107904,253,-359,8
p_107904,254,-105,10
p_107904,257,29,10
p_107904,244,-104,9
p_107904,275,20,10
p_107904,263,-307,8
p_107904,264,-128,12
p_107904,266,25,9
p_107904,268,-105,14
p_107904,269,-105,10
p_107904,270,-120,10
p_107904,271,-96,7
p_107904,287,-378,11
p_107904,273,18,7
p_107904,262,-160,9
p_107904,278,34,9
p_107904,279,-98,7
p_107904,280,-138,11
p_107904,281,-184,9
p_107904,282,-99,10
p_107904,283,-90,11
p_107904,285,20,10
p_107904,272,37,12
p_107904,345,-131,13
p_107904,303,-395,10
p_107904,293,-127,8
p_107904,294,26,7
p_107904,295,-139,11
p_107904,296,-73,11
p_107904,298,20,7
